,age_end,age_start,education_state,ethnicity,mean_value,sex,year_end,year_start
11693,94,93,Less than GCSE,CHI,0.0,Male,2012,2011
11694,95,94,Less than GCSE,CHI,0.0,Male,2012,2011
11695,96,95,Less than GCSE,CHI,0.0,Male,2012,2011
11696,97,96,Less than GCSE,CHI,0.0,Male,2012,2011
11697,98,97,Less than GCSE,CHI,0.0,Male,2012,2011
11698,99,98,Less than GCSE,CHI,0.0,Male,2012,2011
11699,100,99,Less than GCSE,CHI,0.0,Male,2012,2011
11700,1,0,Less than GCSE,CHI,0.0,Female,2012,2011
11701,2,1,Less than GCSE,CHI,0.0,Female,2012,2011
11702,3,2,Less than GCSE,CHI,0.0,Female,2012,2011
11703,4,3,Less than GCSE,CHI,0.0,Female,2012,2011
11704,5,4,Less than GCSE,CHI,0.0,Female,2012,2011
11705,6,5,Less than GCSE,CHI,0.0,Female,2012,2011
11706,7,6,Less than GCSE,CHI,0.0,Female,2012,2011
11707,8,7,Less than GCSE,CHI,0.0,Female,2012,2011
11708,9,8,Less than GCSE,CHI,0.0,Female,2012,2011
11709,10,9,Less than GCSE,CHI,0.0,Female,2012,2011
11710,11,10,Less than GCSE,CHI,0.0,Female,2012,2011
11711,12,11,Less than GCSE,CHI,0.0,Female,2012,2011
11712,13,12,Less than GCSE,CHI,0.0,Female,2012,2011
11713,14,13,Less than GCSE,CHI,0.0,Female,2012,2011
11714,15,14,Less than GCSE,CHI,0.0,Female,2012,2011
11715,16,15,Less than GCSE,CHI,0.0,Female,2012,2011
11716,17,16,Less than GCSE,CHI,0.0,Female,2012,2011
11717,18,17,Less than GCSE,CHI,0.0,Female,2012,2011
11718,19,18,Less than GCSE,CHI,0.0,Female,2012,2011
11719,20,19,Less than GCSE,CHI,0.0,Female,2012,2011
11720,21,20,Less than GCSE,CHI,0.0,Female,2012,2011
11721,22,21,Less than GCSE,CHI,0.0,Female,2012,2011
11722,23,22,Less than GCSE,CHI,0.0,Female,2012,2011
11723,24,23,Less than GCSE,CHI,0.0,Female,2012,2011
11724,25,24,Less than GCSE,CHI,0.0,Female,2012,2011
11725,26,25,Less than GCSE,CHI,0.0,Female,2012,2011
11726,27,26,Less than GCSE,CHI,0.0,Female,2012,2011
11727,28,27,Less than GCSE,CHI,0.0,Female,2012,2011
11728,29,28,Less than GCSE,CHI,0.0,Female,2012,2011
11729,30,29,Less than GCSE,CHI,0.0,Female,2012,2011
11730,31,30,Less than GCSE,CHI,0.0,Female,2012,2011
11731,32,31,Less than GCSE,CHI,0.0,Female,2012,2011
11732,33,32,Less than GCSE,CHI,0.0,Female,2012,2011
11733,34,33,Less than GCSE,CHI,0.0,Female,2012,2011
11734,35,34,Less than GCSE,CHI,0.0,Female,2012,2011
11735,36,35,Less than GCSE,CHI,0.0,Female,2012,2011
11736,37,36,Less than GCSE,CHI,0.0,Female,2012,2011
11737,38,37,Less than GCSE,CHI,0.0,Female,2012,2011
11738,39,38,Less than GCSE,CHI,0.0,Female,2012,2011
11739,40,39,Less than GCSE,CHI,0.0,Female,2012,2011
11740,41,40,Less than GCSE,CHI,0.0,Female,2012,2011
11741,42,41,Less than GCSE,CHI,0.0,Female,2012,2011
11742,43,42,Less than GCSE,CHI,0.0,Female,2012,2011
11743,44,43,Less than GCSE,CHI,0.0,Female,2012,2011
11744,45,44,Less than GCSE,CHI,0.0,Female,2012,2011
11745,46,45,Less than GCSE,CHI,0.0,Female,2012,2011
11746,47,46,Less than GCSE,CHI,0.0,Female,2012,2011
11747,48,47,Less than GCSE,CHI,0.0,Female,2012,2011
11748,49,48,Less than GCSE,CHI,0.0,Female,2012,2011
11749,50,49,Less than GCSE,CHI,0.0,Female,2012,2011
11750,51,50,Less than GCSE,CHI,0.0,Female,2012,2011
11751,52,51,Less than GCSE,CHI,0.0,Female,2012,2011
11752,53,52,Less than GCSE,CHI,0.0,Female,2012,2011
11753,54,53,Less than GCSE,CHI,0.0,Female,2012,2011
11754,55,54,Less than GCSE,CHI,0.0,Female,2012,2011
11755,56,55,Less than GCSE,CHI,0.0,Female,2012,2011
11756,57,56,Less than GCSE,CHI,0.0,Female,2012,2011
11757,58,57,Less than GCSE,CHI,0.0,Female,2012,2011
11758,59,58,Less than GCSE,CHI,0.0,Female,2012,2011
11759,60,59,Less than GCSE,CHI,0.0,Female,2012,2011
11760,61,60,Less than GCSE,CHI,0.0,Female,2012,2011
11761,62,61,Less than GCSE,CHI,0.0,Female,2012,2011
11762,63,62,Less than GCSE,CHI,0.0,Female,2012,2011
11763,64,63,Less than GCSE,CHI,0.0,Female,2012,2011
11764,65,64,Less than GCSE,CHI,0.0,Female,2012,2011
11765,66,65,Less than GCSE,CHI,0.0,Female,2012,2011
11766,67,66,Less than GCSE,CHI,0.0,Female,2012,2011
11767,68,67,Less than GCSE,CHI,0.0,Female,2012,2011
11768,69,68,Less than GCSE,CHI,0.0,Female,2012,2011
11769,70,69,Less than GCSE,CHI,0.0,Female,2012,2011
11770,71,70,Less than GCSE,CHI,0.0,Female,2012,2011
11771,72,71,Less than GCSE,CHI,0.0,Female,2012,2011
11772,73,72,Less than GCSE,CHI,0.0,Female,2012,2011
11773,74,73,Less than GCSE,CHI,0.0,Female,2012,2011
11774,75,74,Less than GCSE,CHI,0.0,Female,2012,2011
11775,76,75,Less than GCSE,CHI,0.0,Female,2012,2011
11776,77,76,Less than GCSE,CHI,0.0,Female,2012,2011
11777,78,77,Less than GCSE,CHI,0.0,Female,2012,2011
11778,79,78,Less than GCSE,CHI,0.0,Female,2012,2011
11779,80,79,Less than GCSE,CHI,0.0,Female,2012,2011
11780,81,80,Less than GCSE,CHI,0.0,Female,2012,2011
11781,82,81,Less than GCSE,CHI,0.0,Female,2012,2011
11782,83,82,Less than GCSE,CHI,0.0,Female,2012,2011
11783,84,83,Less than GCSE,CHI,0.0,Female,2012,2011
11784,85,84,Less than GCSE,CHI,0.0,Female,2012,2011
11785,86,85,Less than GCSE,CHI,0.0,Female,2012,2011
11786,87,86,Less than GCSE,CHI,0.0,Female,2012,2011
11787,88,87,Less than GCSE,CHI,0.0,Female,2012,2011
11788,89,88,Less than GCSE,CHI,0.0,Female,2012,2011
11789,90,89,Less than GCSE,CHI,0.0,Female,2012,2011
11790,91,90,Less than GCSE,CHI,0.0,Female,2012,2011
11791,92,91,Less than GCSE,CHI,0.0,Female,2012,2011
11792,93,92,Less than GCSE,CHI,0.0,Female,2012,2011
11793,94,93,Less than GCSE,CHI,0.0,Female,2012,2011
11794,95,94,Less than GCSE,CHI,0.0,Female,2012,2011
11795,96,95,Less than GCSE,CHI,0.0,Female,2012,2011
11796,97,96,Less than GCSE,CHI,0.0,Female,2012,2011
11797,98,97,Less than GCSE,CHI,0.0,Female,2012,2011
11798,99,98,Less than GCSE,CHI,0.0,Female,2012,2011
11799,100,99,Less than GCSE,CHI,0.0,Female,2012,2011
11800,1,0,Medical Education,CHI,0.0,Male,2012,2011
11801,2,1,Medical Education,CHI,0.0,Male,2012,2011
11802,3,2,Medical Education,CHI,0.0,Male,2012,2011
11803,4,3,Medical Education,CHI,0.0,Male,2012,2011
11804,5,4,Medical Education,CHI,0.0,Male,2012,2011
11805,6,5,Medical Education,CHI,0.0,Male,2012,2011
11806,7,6,Medical Education,CHI,0.0,Male,2012,2011
11807,8,7,Medical Education,CHI,0.0,Male,2012,2011
11808,9,8,Medical Education,CHI,0.0,Male,2012,2011
11809,10,9,Medical Education,CHI,0.0,Male,2012,2011
11810,11,10,Medical Education,CHI,0.0,Male,2012,2011
11811,12,11,Medical Education,CHI,0.0,Male,2012,2011
11812,13,12,Medical Education,CHI,0.0,Male,2012,2011
11813,14,13,Medical Education,CHI,0.0,Male,2012,2011
11814,15,14,Medical Education,CHI,0.0,Male,2012,2011
11815,16,15,Medical Education,CHI,0.0,Male,2012,2011
11816,17,16,Medical Education,CHI,1.5,Male,2012,2011
11817,18,17,Medical Education,CHI,1.3916152294928292,Male,2012,2011
11818,19,18,Medical Education,CHI,1.2910619646375867,Male,2012,2011
11819,20,19,Medical Education,CHI,1.1977743281390656,Male,2012,2011
11820,21,20,Medical Education,CHI,1.1112273310225769,Male,2012,2011
11821,22,21,Medical Education,CHI,1.0309339181864583,Male,2012,2011
11822,23,22,Medical Education,CHI,0.95644222743266,Male,2012,2011
11823,24,23,Medical Education,CHI,0.8873330465502227,Male,2012,2011
11824,25,24,Medical Education,CHI,0.8232174541410398,Male,2012,2011
11825,26,25,Medical Education,CHI,0.7637346309113238,Male,2012,2011
11826,27,26,Medical Education,CHI,0.708549829111522,Male,2012,2011
11827,28,27,Medical Education,CHI,0.6573524886974238,Male,2012,2011
11828,29,28,Medical Education,CHI,0.6098544896108986,Male,2012,2011
11829,30,29,Medical Education,CHI,0.5657885303447354,Male,2012,2011
11830,31,30,Medical Education,CHI,0.524906623666733,Male,2012,2011
11831,32,31,Medical Education,CHI,0.4869787010375246,Male,2012,2011
11832,33,32,Medical Education,CHI,0.4517913178683032,Male,2012,2011
11833,34,33,Medical Education,CHI,0.419146452332111,Male,2012,2011
11834,35,34,Medical Education,CHI,0.3888603909688373,Male,2012,2011
11835,36,35,Medical Education,CHI,0.3607626948125132,Male,2012,2011
11836,37,36,Medical Education,CHI,0.33469524022264474,Male,2012,2011
11837,38,37,Medical Education,CHI,0.3105113290217289,Male,2012,2011
11838,39,38,Medical Education,CHI,0.2880748629311312,Male,2012,2011
11839,40,39,Medical Education,CHI,0.2672595776593476,Male,2012,2011
11840,41,40,Medical Education,CHI,0.24794833233237976,Male,2012,2011
11841,42,41,Medical Education,CHI,0.2300324502673927,Male,2012,2011
11842,43,42,Medical Education,CHI,0.2134111073797704,Male,2012,2011
11843,44,43,Medical Education,CHI,0.19799076478174527,Male,2012,2011
11844,45,44,Medical Education,CHI,0.18368464237947285,Male,2012,2011
11845,46,45,Medical Education,CHI,0.17041223050614565,Male,2012,2011
11846,47,46,Medical Education,CHI,0.1580988368427965,Male,2012,2011
11847,48,47,Medical Education,CHI,0.14667516607702508,Male,2012,2011
11848,49,48,Medical Education,CHI,0.13607692993411874,Male,2012,2011
11849,50,49,Medical Education,CHI,0.12624448538596555,Male,2012,2011
11850,51,50,Medical Education,CHI,0.11712249900172975,Male,2012,2011
11851,52,51,Medical Education,CHI,0.10865963555137717,Male,2012,2011
11852,53,52,Medical Education,CHI,0.10080826910962463,Male,2012,2011
11853,54,53,Medical Education,CHI,0.09352421503451014,Male,2012,2011
11854,55,54,Medical Education,CHI,0.08676648131225767,Male,2012,2011
11855,56,55,Medical Education,CHI,0.0804970378690952,Male,2012,2011
11856,57,56,Medical Education,CHI,0.07468060255179591,Male,2012,2011
11857,58,57,Medical Education,CHI,0.06928444257252014,Male,2012,2011
11858,59,58,Medical Education,CHI,0.06427819030056027,Male,2012,2011
11859,60,59,Medical Education,CHI,0.05963367236433195,Male,2012,2011
11860,61,60,Medical Education,CHI,0.055324751101860026,Male,2012,2011
11861,62,61,Medical Education,CHI,0.05132717746749905,Male,2012,2011
11862,63,62,Medical Education,CHI,0.04761845456710191,Male,2012,2011
11863,64,63,Medical Education,CHI,0.04417771105366093,Male,2012,2011
11864,65,64,Medical Education,CHI,0.04098558367093884,Male,2012,2011
11865,66,65,Medical Education,CHI,0.03802410828408742,Male,2012,2011
11866,67,66,Medical Education,CHI,0.03527661878401366,Male,2012,2011
11867,68,67,Medical Education,CHI,0.032727653296564144,Male,2012,2011
11868,69,68,Medical Education,CHI,0.03036286716870658,Male,2012,2011
11869,70,69,Medical Education,CHI,0.0281689522420266,Male,2012,2011
11870,71,70,Medical Education,CHI,0.02613356195924027,Male,2012,2011
11871,72,71,Medical Education,CHI,0.02424524188224881,Male,2012,2011
11872,73,72,Medical Education,CHI,0.022493365230716555,Male,2012,2011
11873,74,73,Medical Education,CHI,0.020868073078406428,Male,2012,2011
11874,75,74,Medical Education,CHI,0.01936021887071981,Male,2012,2011
11875,76,75,Medical Education,CHI,0.017961316951205432,Male,2012,2011
11876,77,76,Medical Education,CHI,0.016663494807363458,Male,2012,2011
11877,78,77,Medical Education,CHI,0.015459448767001109,Male,2012,2011
11878,79,78,Medical Education,CHI,0.014342402895815256,Male,2012,2011
11879,80,79,Medical Education,CHI,0.013306070864892388,Male,2012,2011
11880,81,80,Medical Education,CHI,0.012344620573530043,Male,2012,2011
11881,82,81,Medical Education,CHI,0.011452641328289943,Male,2012,2011
11882,83,82,Medical Education,CHI,0.010625113393578177,Male,2012,2011
11883,84,83,Medical Education,CHI,0.00985737974239442,Male,2012,2011
11884,85,84,Medical Education,CHI,0.009145119848273457,Male,2012,2011
11885,86,85,Medical Education,CHI,0.008484325370929663,Male,2012,2011
11886,87,86,Medical Education,CHI,0.007871277598772077,Male,2012,2011
11887,88,87,Medical Education,CHI,0.0073025265213446456,Male,2012,2011
11888,89,88,Medical Education,CHI,0.006774871413918999,Male,2012,2011
11889,90,89,Medical Education,CHI,0.006285342824976869,Male,2012,2011
11890,91,90,Medical Education,CHI,0.0058311858652141954,Male,2012,2011
11891,92,91,Medical Education,CHI,0.005409844704023596,Male,2012,2011
11892,93,92,Medical Education,CHI,0.005018948186206908,Male,2012,2011
11893,94,93,Medical Education,CHI,0.004656296487973963,Male,2012,2011
11894,95,94,Medical Education,CHI,0.004319848737132365,Male,2012,2011
11895,96,95,Medical Education,CHI,0.004007711527799176,Male,2012,2011
11896,97,96,Medical Education,CHI,0.0037181282649995373,Male,2012,2011
11897,98,97,Medical Education,CHI,0.003449469279187404,Male,2012,2011
11898,99,98,Medical Education,CHI,0.003200222655056562,Male,2012,2011
11899,100,99,Medical Education,CHI,0.0029689857230297953,Male,2012,2011
11900,1,0,Medical Education,CHI,0.0,Female,2012,2011
11901,2,1,Medical Education,CHI,0.0,Female,2012,2011
11902,3,2,Medical Education,CHI,0.0,Female,2012,2011
11903,4,3,Medical Education,CHI,0.0,Female,2012,2011
11904,5,4,Medical Education,CHI,0.0,Female,2012,2011
11905,6,5,Medical Education,CHI,0.0,Female,2012,2011
11906,7,6,Medical Education,CHI,0.0,Female,2012,2011
11907,8,7,Medical Education,CHI,0.0,Female,2012,2011
11908,9,8,Medical Education,CHI,0.0,Female,2012,2011
11909,10,9,Medical Education,CHI,0.0,Female,2012,2011
11910,11,10,Medical Education,CHI,0.0,Female,2012,2011
11911,12,11,Medical Education,CHI,0.0,Female,2012,2011
11912,13,12,Medical Education,CHI,0.0,Female,2012,2011
11913,14,13,Medical Education,CHI,0.0,Female,2012,2011
11914,15,14,Medical Education,CHI,0.0,Female,2012,2011
11915,16,15,Medical Education,CHI,0.0,Female,2012,2011
11916,17,16,Medical Education,CHI,0.0,Female,2012,2011
11917,18,17,Medical Education,CHI,1.5,Female,2012,2011
11918,19,18,Medical Education,CHI,1.3916152294928292,Female,2012,2011
11919,20,19,Medical Education,CHI,1.2910619646375867,Female,2012,2011
11920,21,20,Medical Education,CHI,1.1977743281390656,Female,2012,2011
11921,22,21,Medical Education,CHI,1.1112273310225769,Female,2012,2011
11922,23,22,Medical Education,CHI,1.0309339181864583,Female,2012,2011
11923,24,23,Medical Education,CHI,0.95644222743266,Female,2012,2011
11924,25,24,Medical Education,CHI,0.8873330465502227,Female,2012,2011
11925,26,25,Medical Education,CHI,0.8232174541410398,Female,2012,2011
11926,27,26,Medical Education,CHI,0.7637346309113238,Female,2012,2011
11927,28,27,Medical Education,CHI,0.708549829111522,Female,2012,2011
11928,29,28,Medical Education,CHI,0.6573524886974238,Female,2012,2011
11929,30,29,Medical Education,CHI,0.6098544896108986,Female,2012,2011
11930,31,30,Medical Education,CHI,0.5657885303447354,Female,2012,2011
11931,32,31,Medical Education,CHI,0.524906623666733,Female,2012,2011
11932,33,32,Medical Education,CHI,0.4869787010375246,Female,2012,2011
11933,34,33,Medical Education,CHI,0.4517913178683032,Female,2012,2011
11934,35,34,Medical Education,CHI,0.419146452332111,Female,2012,2011
11935,36,35,Medical Education,CHI,0.3888603909688373,Female,2012,2011
11936,37,36,Medical Education,CHI,0.3607626948125132,Female,2012,2011
11937,38,37,Medical Education,CHI,0.33469524022264474,Female,2012,2011
11938,39,38,Medical Education,CHI,0.3105113290217289,Female,2012,2011
11939,40,39,Medical Education,CHI,0.2880748629311312,Female,2012,2011
11940,41,40,Medical Education,CHI,0.2672595776593476,Female,2012,2011
11941,42,41,Medical Education,CHI,0.24794833233237976,Female,2012,2011
11942,43,42,Medical Education,CHI,0.2300324502673927,Female,2012,2011
11943,44,43,Medical Education,CHI,0.2134111073797704,Female,2012,2011
11944,45,44,Medical Education,CHI,0.19799076478174527,Female,2012,2011
11945,46,45,Medical Education,CHI,0.18368464237947285,Female,2012,2011
11946,47,46,Medical Education,CHI,0.17041223050614565,Female,2012,2011
11947,48,47,Medical Education,CHI,0.1580988368427965,Female,2012,2011
11948,49,48,Medical Education,CHI,0.14667516607702508,Female,2012,2011
11949,50,49,Medical Education,CHI,0.13607692993411874,Female,2012,2011
11950,51,50,Medical Education,CHI,0.12624448538596555,Female,2012,2011
11951,52,51,Medical Education,CHI,0.11712249900172975,Female,2012,2011
11952,53,52,Medical Education,CHI,0.10865963555137717,Female,2012,2011
11953,54,53,Medical Education,CHI,0.10080826910962463,Female,2012,2011
11954,55,54,Medical Education,CHI,0.09352421503451014,Female,2012,2011
11955,56,55,Medical Education,CHI,0.08676648131225767,Female,2012,2011
11956,57,56,Medical Education,CHI,0.0804970378690952,Female,2012,2011
11957,58,57,Medical Education,CHI,0.07468060255179591,Female,2012,2011
11958,59,58,Medical Education,CHI,0.06928444257252014,Female,2012,2011
11959,60,59,Medical Education,CHI,0.06427819030056027,Female,2012,2011
11960,61,60,Medical Education,CHI,0.05963367236433195,Female,2012,2011
11961,62,61,Medical Education,CHI,0.055324751101860026,Female,2012,2011
11962,63,62,Medical Education,CHI,0.05132717746749905,Female,2012,2011
11963,64,63,Medical Education,CHI,0.04761845456710191,Female,2012,2011
11964,65,64,Medical Education,CHI,0.04417771105366093,Female,2012,2011
11965,66,65,Medical Education,CHI,0.04098558367093884,Female,2012,2011
11966,67,66,Medical Education,CHI,0.03802410828408742,Female,2012,2011
11967,68,67,Medical Education,CHI,0.03527661878401366,Female,2012,2011
11968,69,68,Medical Education,CHI,0.032727653296564144,Female,2012,2011
11969,70,69,Medical Education,CHI,0.03036286716870658,Female,2012,2011
11970,71,70,Medical Education,CHI,0.0281689522420266,Female,2012,2011
11971,72,71,Medical Education,CHI,0.02613356195924027,Female,2012,2011
11972,73,72,Medical Education,CHI,0.02424524188224881,Female,2012,2011
11973,74,73,Medical Education,CHI,0.022493365230716555,Female,2012,2011
11974,75,74,Medical Education,CHI,0.020868073078406428,Female,2012,2011
11975,76,75,Medical Education,CHI,0.01936021887071981,Female,2012,2011
11976,77,76,Medical Education,CHI,0.017961316951205432,Female,2012,2011
11977,78,77,Medical Education,CHI,0.016663494807363458,Female,2012,2011
11978,79,78,Medical Education,CHI,0.015459448767001109,Female,2012,2011
11979,80,79,Medical Education,CHI,0.014342402895815256,Female,2012,2011
11980,81,80,Medical Education,CHI,0.013306070864892388,Female,2012,2011
11981,82,81,Medical Education,CHI,0.012344620573530043,Female,2012,2011
11982,83,82,Medical Education,CHI,0.011452641328289943,Female,2012,2011
11983,84,83,Medical Education,CHI,0.010625113393578177,Female,2012,2011
11984,85,84,Medical Education,CHI,0.00985737974239442,Female,2012,2011
11985,86,85,Medical Education,CHI,0.009145119848273457,Female,2012,2011
11986,87,86,Medical Education,CHI,0.008484325370929663,Female,2012,2011
11987,88,87,Medical Education,CHI,0.007871277598772077,Female,2012,2011
11988,89,88,Medical Education,CHI,0.0073025265213446456,Female,2012,2011
11989,90,89,Medical Education,CHI,0.006774871413918999,Female,2012,2011
11990,91,90,Medical Education,CHI,0.006285342824976869,Female,2012,2011
11991,92,91,Medical Education,CHI,0.0058311858652141954,Female,2012,2011
11992,93,92,Medical Education,CHI,0.005409844704023596,Female,2012,2011
11993,94,93,Medical Education,CHI,0.005018948186206908,Female,2012,2011
11994,95,94,Medical Education,CHI,0.004656296487973963,Female,2012,2011
11995,96,95,Medical Education,CHI,0.004319848737132365,Female,2012,2011
11996,97,96,Medical Education,CHI,0.004007711527799176,Female,2012,2011
11997,98,97,Medical Education,CHI,0.0037181282649995373,Female,2012,2011
11998,99,98,Medical Education,CHI,0.003449469279187404,Female,2012,2011
11999,100,99,Medical Education,CHI,0.003200222655056562,Female,2012,2011
12000,1,0,Other Secondary Cert,CHI,0.0,Male,2012,2011
12001,2,1,Other Secondary Cert,CHI,0.0,Male,2012,2011
12002,3,2,Other Secondary Cert,CHI,0.0,Male,2012,2011
12003,4,3,Other Secondary Cert,CHI,0.0,Male,2012,2011
12004,5,4,Other Secondary Cert,CHI,0.0,Male,2012,2011
12005,6,5,Other Secondary Cert,CHI,0.0,Male,2012,2011
12006,7,6,Other Secondary Cert,CHI,0.0,Male,2012,2011
12007,8,7,Other Secondary Cert,CHI,0.0,Male,2012,2011
12008,9,8,Other Secondary Cert,CHI,0.0,Male,2012,2011
12009,10,9,Other Secondary Cert,CHI,0.0,Male,2012,2011
12010,11,10,Other Secondary Cert,CHI,0.0,Male,2012,2011
12011,12,11,Other Secondary Cert,CHI,0.0,Male,2012,2011
12012,13,12,Other Secondary Cert,CHI,0.0,Male,2012,2011
12013,14,13,Other Secondary Cert,CHI,0.0,Male,2012,2011
12014,15,14,Other Secondary Cert,CHI,0.0,Male,2012,2011
12015,16,15,Other Secondary Cert,CHI,0.0,Male,2012,2011
12016,17,16,Other Secondary Cert,CHI,0.0,Male,2012,2011
12017,18,17,Other Secondary Cert,CHI,0.0,Male,2012,2011
12018,19,18,Other Secondary Cert,CHI,0.0,Male,2012,2011
12019,20,19,Other Secondary Cert,CHI,0.0,Male,2012,2011
12020,21,20,Other Secondary Cert,CHI,0.0,Male,2012,2011
12021,22,21,Other Secondary Cert,CHI,0.0,Male,2012,2011
12022,23,22,Other Secondary Cert,CHI,0.0,Male,2012,2011
12023,24,23,Other Secondary Cert,CHI,0.0,Male,2012,2011
12024,25,24,Other Secondary Cert,CHI,0.0,Male,2012,2011
12025,26,25,Other Secondary Cert,CHI,0.0,Male,2012,2011
12026,27,26,Other Secondary Cert,CHI,0.0,Male,2012,2011
12027,28,27,Other Secondary Cert,CHI,0.0,Male,2012,2011
12028,29,28,Other Secondary Cert,CHI,0.0,Male,2012,2011
12029,30,29,Other Secondary Cert,CHI,0.0,Male,2012,2011
12030,31,30,Other Secondary Cert,CHI,0.0,Male,2012,2011
12031,32,31,Other Secondary Cert,CHI,0.0,Male,2012,2011
12032,33,32,Other Secondary Cert,CHI,0.0,Male,2012,2011
12033,34,33,Other Secondary Cert,CHI,0.0,Male,2012,2011
12034,35,34,Other Secondary Cert,CHI,0.0,Male,2012,2011
12035,36,35,Other Secondary Cert,CHI,0.0,Male,2012,2011
12036,37,36,Other Secondary Cert,CHI,0.0,Male,2012,2011
12037,38,37,Other Secondary Cert,CHI,0.0,Male,2012,2011
12038,39,38,Other Secondary Cert,CHI,0.0,Male,2012,2011
12039,40,39,Other Secondary Cert,CHI,0.0,Male,2012,2011
12040,41,40,Other Secondary Cert,CHI,0.0,Male,2012,2011
12041,42,41,Other Secondary Cert,CHI,0.0,Male,2012,2011
12042,43,42,Other Secondary Cert,CHI,0.0,Male,2012,2011
12043,44,43,Other Secondary Cert,CHI,0.0,Male,2012,2011
12044,45,44,Other Secondary Cert,CHI,0.0,Male,2012,2011
12045,46,45,Other Secondary Cert,CHI,0.0,Male,2012,2011
12046,47,46,Other Secondary Cert,CHI,0.0,Male,2012,2011
12047,48,47,Other Secondary Cert,CHI,0.0,Male,2012,2011
12048,49,48,Other Secondary Cert,CHI,0.0,Male,2012,2011
12049,50,49,Other Secondary Cert,CHI,0.0,Male,2012,2011
12050,51,50,Other Secondary Cert,CHI,0.0,Male,2012,2011
12051,52,51,Other Secondary Cert,CHI,0.0,Male,2012,2011
12052,53,52,Other Secondary Cert,CHI,0.0,Male,2012,2011
12053,54,53,Other Secondary Cert,CHI,0.0,Male,2012,2011
12054,55,54,Other Secondary Cert,CHI,0.0,Male,2012,2011
12055,56,55,Other Secondary Cert,CHI,0.0,Male,2012,2011
12056,57,56,Other Secondary Cert,CHI,0.0,Male,2012,2011
12057,58,57,Other Secondary Cert,CHI,0.0,Male,2012,2011
12058,59,58,Other Secondary Cert,CHI,0.0,Male,2012,2011
12059,60,59,Other Secondary Cert,CHI,0.0,Male,2012,2011
12060,61,60,Other Secondary Cert,CHI,0.0,Male,2012,2011
12061,62,61,Other Secondary Cert,CHI,0.0,Male,2012,2011
12062,63,62,Other Secondary Cert,CHI,0.0,Male,2012,2011
12063,64,63,Other Secondary Cert,CHI,0.0,Male,2012,2011
12064,65,64,Other Secondary Cert,CHI,0.0,Male,2012,2011
12065,66,65,Other Secondary Cert,CHI,0.0,Male,2012,2011
12066,67,66,Other Secondary Cert,CHI,0.0,Male,2012,2011
12067,68,67,Other Secondary Cert,CHI,0.0,Male,2012,2011
12068,69,68,Other Secondary Cert,CHI,0.0,Male,2012,2011
12069,70,69,Other Secondary Cert,CHI,0.0,Male,2012,2011
12070,71,70,Other Secondary Cert,CHI,0.0,Male,2012,2011
12071,72,71,Other Secondary Cert,CHI,0.0,Male,2012,2011
12072,73,72,Other Secondary Cert,CHI,0.0,Male,2012,2011
12073,74,73,Other Secondary Cert,CHI,0.0,Male,2012,2011
12074,75,74,Other Secondary Cert,CHI,0.0,Male,2012,2011
12075,76,75,Other Secondary Cert,CHI,0.0,Male,2012,2011
12076,77,76,Other Secondary Cert,CHI,0.0,Male,2012,2011
12077,78,77,Other Secondary Cert,CHI,0.0,Male,2012,2011
12078,79,78,Other Secondary Cert,CHI,0.0,Male,2012,2011
12079,80,79,Other Secondary Cert,CHI,0.0,Male,2012,2011
12080,81,80,Other Secondary Cert,CHI,0.0,Male,2012,2011
12081,82,81,Other Secondary Cert,CHI,0.0,Male,2012,2011
12082,83,82,Other Secondary Cert,CHI,0.0,Male,2012,2011
12083,84,83,Other Secondary Cert,CHI,0.0,Male,2012,2011
12084,85,84,Other Secondary Cert,CHI,0.0,Male,2012,2011
12085,86,85,Other Secondary Cert,CHI,0.0,Male,2012,2011
12086,87,86,Other Secondary Cert,CHI,0.0,Male,2012,2011
12087,88,87,Other Secondary Cert,CHI,0.0,Male,2012,2011
12088,89,88,Other Secondary Cert,CHI,0.0,Male,2012,2011
12089,90,89,Other Secondary Cert,CHI,0.0,Male,2012,2011
12090,91,90,Other Secondary Cert,CHI,0.0,Male,2012,2011
12091,92,91,Other Secondary Cert,CHI,0.0,Male,2012,2011
12092,93,92,Other Secondary Cert,CHI,0.0,Male,2012,2011
12093,94,93,Other Secondary Cert,CHI,0.0,Male,2012,2011
12094,95,94,Other Secondary Cert,CHI,0.0,Male,2012,2011
12095,96,95,Other Secondary Cert,CHI,0.0,Male,2012,2011
12096,97,96,Other Secondary Cert,CHI,0.0,Male,2012,2011
12097,98,97,Other Secondary Cert,CHI,0.0,Male,2012,2011
12098,99,98,Other Secondary Cert,CHI,0.0,Male,2012,2011
12099,100,99,Other Secondary Cert,CHI,0.0,Male,2012,2011
12100,1,0,Other Secondary Cert,CHI,1.0,Female,2012,2011
12101,2,1,Other Secondary Cert,CHI,0.0,Female,2012,2011
12102,3,2,Other Secondary Cert,CHI,0.0,Female,2012,2011
12103,4,3,Other Secondary Cert,CHI,0.0,Female,2012,2011
12104,5,4,Other Secondary Cert,CHI,0.0,Female,2012,2011
12105,6,5,Other Secondary Cert,CHI,0.0,Female,2012,2011
12106,7,6,Other Secondary Cert,CHI,0.0,Female,2012,2011
12107,8,7,Other Secondary Cert,CHI,0.0,Female,2012,2011
12108,9,8,Other Secondary Cert,CHI,0.0,Female,2012,2011
